#Model files used:,C:/Users/rringuet/Kamodo_Data/CTIPe/Data/2015-03-18,C:/Users/rringuet/Kamodo_Data/CTIPe/Data/2015-03-19,C:/Users/rringuet/Kamodo_Data/CTIPe/Data/2015-03-20,
#Model used:, CTIPe
#Coordinates:, GDZ, sph
#utc_time,c1,c2,c3,net_idx,rho,
#[s],[deg],[deg],[km],[],[kg/m**3],
1426661260.1142442,-95.29232024662254,6.441935181641719,399.73670399052725,63,2.7576234590485854e-12,
1426661280.1160576,-93.94775390133083,4.92954813458417,399.8385943845489,64,2.8063349218128826e-12,
1426661300.117871,-92.60318755603912,3.414471767145377,399.91328578153724,65,2.851171391971585e-12,
1426661320.1196845,-91.25862121074742,1.89753263089618,399.96073728512357,66,2.890143099258582e-12,
1426661340.1214979,-89.91405486545571,0.37955829364293686,399.98092285969255,67,2.9252056976592757e-12,
1426661360.1233113,-88.569488520164,-1.138623112052909,399.9738313445866,68,2.9508581756474707e-12,
1426661380.1251247,-87.2249221748723,-2.6561833406635134,399.93946646019396,69,2.970676167513764e-12,
1426661400.126938,-85.8803558295806,-4.172294485544857,399.87784680591955,70,2.9845399306035134e-12,
1426661420.1287515,-84.53578948428888,-5.686129430602177,399.7890058500379,71,2.9806399855191134e-12,
1426661440.130565,-83.19122313899717,-7.196862301523976,399.67299191143405,72,2.9583362697619195e-12,
1426661460.1323783,-81.84665679370548,-8.703668916338694,399.52986813324407,73,2.918455388749004e-12,
1426661480.1341918,-80.50209044841377,-10.205727235048133,399.3597124484062,74,2.8649418112036787e-12,
1426661500.1360052,-79.15752410312206,-11.702217808092193,399.16261753714514,75,2.8071434454652017e-12,
1426661520.1378186,-77.81295775783036,-13.192324223400524,398.9386907764101,76,2.7578318990216793e-12,
1426661540.139632,-76.46839141253865,-14.675233551787008,398.6880541812952,77,2.730517222487721e-12,
1426661560.1414454,-75.12382506724694,-16.15013679044422,398.41084433847357,78,2.7350232803192302e-12,
1426661580.1432586,-73.77925872195524,-17.616229304295707,398.10721233168323,79,2.7771158766276994e-12,
1426661600.145072,-72.43469237666353,-19.07271126496559,397.77732365930234,80,2.8474736104808084e-12,
1426661620.1468854,-71.09012603137182,-20.518788087125788,397.42135814406186,81,2.933176294251312e-12,
1426661640.1486988,-69.74555968608013,-21.95367086198297,397.0395098349428,82,3.029567150501491e-12,
1426661660.1505122,-68.40099334078842,-23.37657678766852,396.6319869013128,83,3.120483258983475e-12,
1426661680.1523256,-67.05642699549671,-24.786729596296986,396.199011519359,84,3.20110318563985e-12,
1426661700.154139,-65.71186065020501,-26.18335997745996,395.74081975087955,85,3.2723081991351023e-12,
1426661720.1559525,-64.3672943049133,-27.56570599792407,395.2576614144999,86,3.328531009571236e-12,
1426661740.1577659,-63.02272795962159,-28.933013517304573,394.749799949384,87,3.371672278031577e-12,
1426661760.1595793,-61.678161614329895,-30.284536599487502,394.21751227151464,88,3.4098139932525176e-12,
1426661780.1613927,-60.333595269038184,-31.61953791957581,393.6610886226216,89,3.4419461228760757e-12,
1426661800.163206,-58.989028923746474,-32.937289166137894,393.08083241184045,90,3.4812332557518044e-12,
1426661820.1650195,-57.644462578454764,-34.23707143853868,392.47706005018654,91,3.5269741920738514e-12,
1426661840.166833,-56.29989623316307,-35.51817563913651,391.8501007779375,92,3.5849581743331404e-12,
1426661860.1686463,-54.95532988787136,-36.779902860132346,391.200296485015,93,3.649075719938912e-12,
1426661880.1704597,-53.61076354257965,-38.021564764859576,390.5280015244671,94,3.71425383909964e-12,
1426661900.1722732,-52.26619719728795,-39.24248396330677,389.8335825191499,95,3.776576351019763e-12,
1426661920.1740866,-50.92163085199624,-40.44199438166867,389.1174181617167,96,3.8346313009450855e-12,
1426661940.1759,-49.577064506704545,-41.61944162572347,388.37989900802114,97,3.8880719360967555e-12,
1426661960.1777134,-48.23249816141282,-42.77418333783815,387.6214272640494,98,3.934219519125322e-12,
1426661980.1795268,-46.887931816121124,-43.905589547407615,386.8424165664964,99,3.97950798479189e-12,
1426662000.1813402,-45.54336547082943,-45.01304301453563,386.04329175710546,100,4.0187496299277506e-12,
1426662020.1831534,-44.198799125537704,-46.09593956677089,385.22448865089575,101,4.059824430963309e-12,
1426662040.1849668,-42.85423278024601,-47.15368842871387,384.3864537984027,102,4.0994602155026726e-12,
1426662060.1867802,-41.50966643495431,-48.18571254431499,383.5296442420622,103,4.141494391259774e-12,
1426662080.1885936,-40.16510008966259,-49.191448891688225,382.6545272668701,104,4.1881703678609015e-12,
1426662100.190407,-38.82053374437089,-50.17034879026829,381.7615801454548,105,4.237547362070202e-12,
1426662120.1922204,-37.475967399079195,-51.12187820014388,380.8512898777005,106,4.292397986747957e-12,
1426662140.1940339,-36.13140105378747,-52.04551801340381,379.9241529250638,107,4.34800326620389e-12,
1426662160.1958473,-34.786834708495775,-52.94076433733685,378.9806749397288,108,4.4089484135576425e-12,
1426662180.1976607,-33.44226836320408,-53.8071287693309,378.0213704887477,109,4.4690143827072035e-12,
1426662200.199474,-32.097702017912354,-54.64413866332172,377.04676277331845,110,4.528260095054381e-12,
1426662220.2012875,-30.753135672620658,-55.45133738764532,376.05738334335183,111,4.587036767579278e-12,
1426662240.203101,-29.408569327328962,-56.22828457415402,375.05377180748326,112,4.6659703492742205e-12,
1426662260.2049143,-28.064002982037238,-56.97455635845969,374.03647553868956,113,4.897349904585519e-12,
1426662280.2067277,-26.71943663674554,-57.68974561117343,373.00604937566834,114,5.13324398934299e-12,
1426662300.2085412,-25.374870291453817,-58.373462160015514,371.9630553201453,115,5.358495501601724e-12,
1426662320.2103546,-24.03030394616212,-59.025333002674266,370.9080622302739,116,5.576438445857004e-12,
1426662340.212168,-22.685737600870425,-59.645002510297836,369.8416455102937,117,5.799596381625053e-12,
1426662360.2139814,-21.3411712555787,-60.23213262150799,368.7643867966184,118,6.020076040070052e-12,
1426662380.2157948,-19.996604910287004,-60.78640302682984,367.67687364052284,119,6.240521048483839e-12,
1426662400.2176082,-18.65203856499531,-61.30751134343697,366.5796991876047,120,6.462788059779936e-12,
1426662420.2194216,-17.307472219703584,-61.795173280116806,365.4734618541922,121,6.693480648070209e-12,
1426662440.221235,-15.962905874411888,-62.24912279236596,364.35876500087824,122,6.947895656455115e-12,
1426662460.2230482,-14.618339529120192,-62.66911222753105,363.23621660335596,123,7.205977631658511e-12,
1426662480.2248616,-13.273773183828467,-63.05491245991599,362.1064289207371,124,7.462953018716858e-12,
1426662500.226675,-11.929206838536771,-63.40631301578163,360.9700181615331,125,7.715331506531554e-12,
1426662520.2284884,-10.584640493245075,-63.72312218817005,359.8276041474825,126,7.966889244380253e-12,
1426662540.2303019,-9.24007414795335,-64.00516714149045,358.67980997540565,127,8.210528736592863e-12,
1426662560.2321153,-7.895507802661655,-64.25229400580977,357.5272616772742,128,8.462611219730701e-12,
1426662580.2339287,-6.550941457369959,-64.46436796079668,356.37058787867863,129,8.704618936957858e-12,
1426662600.235742,-5.206375112078234,-64.64127330927283,355.2104194558803,130,8.939581225523245e-12,
1426662620.2375555,-3.861808766786538,-64.78291354033173,354.0473891916371,131,9.164325427589029e-12,
1426662640.239369,-2.517242421494842,-64.8892113819903,352.8821314299872,132,9.380152130767658e-12,
1426662660.2411823,-1.1726760762031176,-64.96010884334459,351.71528173018294,133,9.58748852737077e-12,
1426662680.2429957,0.1718902690885784,-64.99556724620697,350.5474765199597,134,9.78706837625083e-12,
1426662700.2448092,1.5164566143802745,-64.99556724620697,349.379352748333,135,9.989830631794348e-12,
1426662720.2466226,2.861022959671999,-64.96010884334459,348.2115475381098,136,1.018590592297005e-11,
1426662740.248436,4.205589304963695,-64.8892113819903,347.04469783830547,137,1.0373829365309347e-11,
1426662760.2502494,5.550155650255391,-64.78291354033173,345.8794400766556,138,1.0557393479893635e-11,
1426662780.2520628,6.8947219955471155,-64.64127330927283,344.7164098124124,139,1.0733399117126972e-11,
1426662800.2538762,8.239288340838812,-64.46436796079668,343.5562413896141,140,1.09056528523684e-11,
1426662820.2556896,9.583854686130508,-64.25229400580977,342.3995675910184,141,1.1070968157159988e-11,
1426662840.257503,10.928421031422232,-64.00516714149045,341.24701929288705,142,1.1229659306046181e-11,
1426662860.2593164,12.272987376713928,-63.72312218817006,340.0992251208102,143,1.139974445658146e-11,
1426662880.2611299,13.617553722005653,-63.40631301578163,338.9568111067596,144,1.156429978296631e-11,
1426662900.2629433,14.962120067297349,-63.05491245991599,337.8204003475556,145,1.1723605614086356e-11,
1426662920.2647564,16.306686412589045,-62.669112227531066,336.6906126649368,146,1.1883392228520639e-11,
1426662940.2665699,17.65125275788077,-62.24912279236597,335.56806426741446,147,1.2043124567794248e-11,
1426662960.2683833,18.995819103172465,-61.79517328011682,334.4533674141005,148,1.221821926329604e-11,
1426662980.2701967,20.34038544846416,-61.30751134343698,333.34713008068803,149,1.2399711204914794e-11,
1426663000.27201,21.684951793755886,-60.786403026829845,332.24995562776985,150,1.257741597088e-11,
1426663020.2738235,23.029518139047582,-60.23213262150801,331.16244247167435,151,1.275281134990904e-11,
1426663040.275637,24.374084484339278,-59.64500251029784,330.085183757999,152,1.2924769962485625e-11,
1426663060.2774503,25.718650829631002,-59.02533300267427,329.0187670380188,153,1.3098984471136021e-11,
1426663080.2792637,27.0632171749227,-58.373462160015535,327.9637739481474,154,1.3588677053920958e-11,
1426663100.2810771,28.407783520214394,-57.689745611173436,326.9207798926244,155,1.4138917082581862e-11,
1426663120.2828906,29.75234986550612,-56.974556358459694,325.89035372960313,156,1.4694759305772384e-11,
1426663140.284704,31.096916210797815,-56.22828457415404,324.87305746080943,157,1.5233760416590488e-11,
1426663160.2865174,32.44148255608951,-55.45133738764533,323.86944592494086,158,1.579680244626602e-11,
1426663180.2883308,33.786048901381236,-54.64413866332173,322.88006649497424,159,1.6350629004264955e-11,
1426663200.2901442,35.13061524667293,-53.80712876933091,321.905458779545,160,1.6901441616454722e-11,
1426663220.2919576,36.47518159196463,-52.94076433733686,320.9461543285639,161,1.746770526496216e-11,
1426663240.293771,37.81974793725635,-52.045518013403836,320.00267634322887,162,1.8021485203278916e-11,
1426663260.2955844,39.16431428254805,-51.1218782001439,319.0755393905922,163,1.8612679193220036e-11,
1426663280.2973979,40.508880627839744,-50.1703487902683,318.1652491228379,164,1.9186624643257585e-11,
1426663300.2992113,41.85344697313147,-49.19144889168825,317.27230200142264,165,1.9793390153728114e-11,
1426663320.3010247,43.198013318423165,-48.185712544314995,316.3971850262305,166,2.0406426441742396e-11,
1426663340.302838,44.54257966371486,-47.153688428713885,315.54037546988997,167,2.1041879315668095e-11,
1426663360.3046513,45.887146009006585,-46.09593956677092,314.70234061739694,168,2.167974760086565e-11,
1426663380.3064647,47.23171235429828,-45.01304301453565,313.8835375111872,169,2.234275818379192e-11,
1426663400.308278,48.57627869958998,-43.90558954740763,313.0844127017963,170,2.2997679110353247e-11,
1426663420.3100915,49.9208450448817,-42.77418333783818,312.30540200424326,171,2.3647633042543315e-11,
1426663440.311905,51.2654113901734,-41.619441625723475,311.5469302602716,172,2.4282852281716447e-11,
1426663460.3137183,52.609977735465094,-40.441994381668685,310.80941110657596,173,2.489058262920395e-11,
1426663480.3155317,53.95454408075682,-39.2424839633068,310.0932467491428,174,2.548180137454181e-11,
1426663500.3173451,55.299110426048514,-38.02156476485959,309.3988277438256,175,2.600040667384221e-11,
1426663520.3191586,56.64367677134021,-36.77990286013236,308.7265327832777,176,2.6490092256486444e-11,
1426663540.320972,57.988243116631935,-35.51817563913655,308.07672849035526,177,2.696273582694113e-11,
1426663560.3227854,59.33280946192363,-34.23707143853869,307.44976921810616,178,2.7426311572026224e-11,
1426663580.3245988,60.677375807215356,-32.93728916613791,306.84599685645225,179,2.788164076236157e-11,
1426663600.3264122,62.02194215250705,-31.619537919575848,306.2657406456711,180,2.8338210922537548e-11,
1426663620.3282256,63.36650849779875,-30.284536599487517,305.7093169967781,181,2.8771002935760674e-11,
1426663640.330039,64.71107484309047,-28.933013517304587,305.17702931890864,182,2.9197971735944095e-11,
1426663660.3318524,66.05564118838217,-27.56570599792411,304.66916785379277,183,2.960136816331945e-11,
1426663680.3336658,67.40020753367386,-26.183359977459986,304.1860095174131,184,2.999537864423336e-11,
1426663700.3354793,68.74477387896559,-24.786729596297004,303.7278177489337,185,3.036303055102059e-11,
1426663720.3372927,70.08934022425728,-23.376576787668558,303.2948423669799,186,3.071258291544826e-11,
1426663740.339106,71.43390656954898,-21.953670861983,302.8873194333499,187,3.103905745055842e-11,
1426663760.3409195,72.7784729148407,-20.518788087125806,302.50547112423084,188,3.132458684375331e-11,
1426663780.342733,74.1230392601324,-19.07271126496563,302.14950560899035,189,3.157715099218802e-11,
1426663800.344546,75.4676056054241,-17.616229304295736,301.81961693660946,190,3.177556886505905e-11,
1426663820.3463595,76.81217195071582,-16.150136790444236,301.5159849298191,191,3.194934641606133e-11,
1426663840.348173,78.15673829600752,-14.675233551787066,301.2387750869976,192,3.209351168348445e-11,
1426663860.3499863,79.50130464129921,-13.192324223400554,300.9881384918826,193,3.2235094326885385e-11,
1426663880.3517997,80.84587098659091,-11.70221780809221,300.76421173114755,194,3.239540779818394e-11,
1426663900.3536131,82.19043733188266,-10.205727235048135,300.56711681988645,195,3.258376201195854e-11,
1426663920.3554265,83.53500367717436,-8.703668916338739,300.3969611350486,196,3.283125145898119e-11,
1426663940.35724,84.87957002246605,-7.196862301523992,300.2538373568586,197,3.308838196904894e-11,
1426663960.3590534,86.22413636775775,-5.686129430602178,300.1378234182548,198,3.334915831289855e-11,
1426663980.3608668,87.56870271304945,-4.172294485544901,300.0489824623731,199,3.359494622071091e-11,
1426664000.3626802,88.91326905834114,-2.6561833406635293,299.98736280809874,200,3.3775589138802934e-11,
1426664020.3644936,90.2578354036329,-1.1386231120529104,299.9529979237061,201,3.388035300187146e-11,
1426664040.366307,91.60240174892459,0.37955829364289206,299.94590640860014,202,3.388733227097788e-11,
1426664060.3681204,92.94696809421629,1.8975326308961495,299.9660919831691,203,3.3829607565840265e-11,
1426664080.3699338,94.29153443950798,3.4144717671453755,300.01354348675545,204,3.3697155636303196e-11,
1426664100.3717473,95.63610078479968,4.929548134584125,300.0882348837438,205,3.35304179218904e-11,
1426664120.3735607,96.98066713009138,6.44193518164169,300.19012527776545,206,3.3329238737383904e-11,
1426664140.375374,98.32523347538313,7.950807823908865,300.3191589340089,207,3.313474439556452e-11,
1426664160.3771875,99.66979982067483,9.45534289426383,300.47526530962637,208,3.2969711358579944e-11,
1426664180.379001,101.01436616596652,10.954719591952037,300.6583590922182,209,3.284871869192973e-11,
1426664200.3808143,102.35893251125822,12.448119930374624,300.8683402463755,210,3.2753786414684373e-11,
1426664220.3826277,103.70349885654991,13.934729183342071,301.1050940682544,211,3.2706773457037193e-11,
1426664240.3844411,105.04806520184161,15.413736329549128,301.3684912481526,212,3.270532576000044e-11,
1426664260.3862543,106.39263154713336,16.88433449502805,301.6583879410549,213,3.270620365378026e-11,
1426664280.3880677,107.73719789242506,18.345721393339716,301.9746258451077,214,3.2717784505837364e-11,
1426664300.3898811,109.08176423771675,19.797099763262075,302.31703228798085,215,3.2698925845938536e-11,
1426664320.3916945,110.42633058300845,21.237677803736524,302.68542032106905,216,3.266043514312355e-11,
1426664340.393508,111.77089692830015,22.666669605836017,303.0795888214823,217,3.259809096330811e-11,
1426664360.3953214,113.11546327359184,24.08329558151869,303.49932260176803,218,3.251165299493094e-11,
1426664380.3971348,114.4600296188836,25.48678288893267,303.94439252730774,219,3.2371715428981515e-11,
1426664400.3989482,115.80459596417529,26.87636585404098,304.4145556413207,220,3.218523965127924e-11,
1426664420.4007616,117.14916230946699,28.25128638833577,304.90955529741007,221,3.193066344951746e-11,
1426664440.402575,118.49372865475868,29.610794402414516,305.429121299576,222,3.1577003333390484e-11,
1426664460.4043884,119.83829500005038,30.954148215191825,305.97297004962195,223,3.11509550024099e-11,
1426664480.4062018,121.18286134534208,32.2806149585245,306.5408047018715,224,3.068105211101265e-11,
1426664500.4080153,122.52742769063383,33.589470977028725,307.1323153251129,225,3.0152482247116226e-11,
1426664520.4098287,123.87199403592552,34.88000222287074,307.747179071683,226,2.961181635651252e-11,
1426664540.411642,125.21656038121722,36.151504645316564,308.3850603535959,227,2.9053642426778003e-11,
1426664560.4134555,126.56112672650892,37.40328457482781,309.04561102562496,228,2.847786182454583e-11,
1426664580.415269,127.90569307180061,38.63465910149355,309.72847057523217,229,2.7889042845534493e-11,
1426664600.4170823,129.25025941709237,39.844956447592715,310.4332663192475,230,2.729680991639424e-11,
1426664620.4188957,130.59482576238406,41.03351633408331,311.1596136071856,231,2.67225568363374e-11,
1426664640.4207091,131.93939210767576,42.19969034081809,311.90711603109315,232,2.6148308606134505e-11,
1426664660.4225225,133.28395845296745,43.34284226029101,312.67536564180887,233,2.5577292124153252e-11,
1426664680.424336,134.62852479825915,44.46234844472107,313.4639431715214,234,2.500235158591643e-11,
1426664700.4261491,135.97309114355085,45.55759814628379,314.2724182625006,235,2.4428389175825786e-11,
1426664720.4279625,137.3176574888426,46.627993850305444,315.1003497018801,236,2.3846782633421765e-11,
1426664740.429776,138.6622238341343,47.672951601238026,315.94728566236125,237,2.324860849733767e-11,
1426664760.4315894,140.006790179426,48.69190132123655,316.81276394870844,238,2.2646667907154954e-11,
1426664780.4334028,141.3513565247177,49.684287121165774,317.69631224989956,239,2.2040729206348262e-11,
1426664800.4352162,142.69592287000938,50.64956760386624,318.5974483967962,240,2.143137301282452e-11,
1426664820.4370296,144.04048921530108,51.58721615951389,319.5156806251916,241,2.0826411202864724e-11,
1426664840.438843,145.38505556059283,52.49672125291269,320.4505078440927,242,2.025375003971341e-11,
1426664860.4406564,146.72962190588453,53.37758670256337,321.40141990909177,243,1.9694674147891708e-11,
1426664880.4424698,148.07418825117622,54.22933195135555,322.36789790067513,244,1.914703732117198e-11,
1426664900.4442832,149.41875459646792,55.051492328736316,323.34941440732104,245,1.8630679650944922e-11,
1426664920.4460967,150.76332094175962,55.843619304211764,324.3454338132293,246,1.8106947562917395e-11,
1426664940.44791,152.1078872870513,56.60528073204331,325.35541259052746,247,1.7608338288040236e-11,
1426664960.4497235,153.45245363234307,57.33606108700518,326.37879959579226,248,1.7112097252017048e-11,
1426664980.451537,154.79701997763476,58.03556169107471,327.41503637072736,249,1.660742697250328e-11,
1426665000.4533503,156.14158632292646,58.70340093093165,328.46355744683035,250,1.610725004399535e-11,
1426665020.4551637,157.48615266821815,59.33921446614759,329.5237906538848,251,1.5602721456187694e-11,
1426665040.4569771,158.83071901350985,59.94265542795232,330.59515743210875,252,1.5078987459366166e-11,
1426665060.4587905,160.17528535880155,60.51339460846859,331.67707314778784,253,1.4568351385092877e-11,
1426665080.460604,161.5198517040933,61.05112064031166,332.7689474122237,254,1.4038624602311469e-11,
1426665100.4624174,162.864418049385,61.55554016645618,333.8701844038206,255,1.3507264673974562e-11,
1426665120.4642308,164.2089843946767,62.026378000277504,334.9801831931368,256,1.2963316312504268e-11,
1426665140.466044,165.5535507399684,62.46337727567995,336.09833807072215,257,1.2439583525296703e-11,
1426665160.4678574,166.89811708526008,62.86629958723041,337.2240388775638,258,1.2269049836029924e-11,
1426665180.4696708,168.24268343055184,63.23492512022077,338.3566713379588,259,1.2096302530621104e-11,
1426665200.4714842,169.58724977584353,63.56905277058796,339.49561739463303,260,1.1923992176584754e-11,
1426665220.4732976,170.93181612113523,63.86850025462652,340.64025554592297,261,1.1751534117962012e-11,
1426665240.475111,172.27638246642692,64.13310420843378,341.78996118483684,262,1.1580621321623834e-11,
1426665260.4769244,173.62094881171862,64.36272027703302,342.9441069398091,263,1.1409703629363407e-11,
1426665280.4787378,174.96551515701032,64.55722319312669,344.1020630169644,264,1.1236192114032318e-11,
1426665300.4805512,176.31008150230207,64.71650684543599,345.2631975437017,265,1.1064953982464225e-11,
1426665320.4823647,177.65464784759376,64.84048433659001,346.4268769134134,266,1.0889215894319455e-11,
1426665340.484178,178.99921419288546,64.92908803053272,347.5924661311501,267,1.0712305090582486e-11,
1426665360.4859915,-179.65621946182284,64.98226958942196,348.75932916004257,268,1.0532053750441459e-11,
1426665380.487805,-178.31165311653115,65.0,349.9268292682927,269,1.0355460057021025e-11,
1426665400.4896183,-176.96708677123945,65.0,349.9265572581376,270,1.0357377920774545e-11,
1426665420.4914317,-175.6225204259477,64.98226958942196,351.0940573663877,271,1.0175689928956387e-11,
1426665440.4932451,-174.277954080656,64.92908803053274,352.26092039528015,272,9.995836000502887e-12,
1426665460.4950585,-172.9333877353643,64.84048433659001,353.42650961301683,273,9.809389016900071e-12,
1426665480.496872,-171.5888213900726,64.71650684543599,354.5901889827286,274,9.619795313541796e-12,
1426665500.4986854,-170.2442550447809,64.5572231931267,355.7513235094659,275,9.428801222228729e-12,
1426665520.5004988,-168.89968869948922,64.36272027703302,356.90927958662115,276,9.231269983873346e-12,
1426665540.5023122,-167.55512235419747,64.13310420843378,358.06342534159353,277,9.0306140776989e-12,
1426665560.5041256,-166.21055600890577,63.86850025462653,359.2131309805073,278,8.825864637728093e-12,
1426665580.505939,-164.86598966361407,63.56905277058796,360.3577691317972,279,8.621885922851997e-12,
1426665600.5077522,-163.52142331832238,63.23492512022077,361.4967151884715,280,8.40759932458808e-12,
1426665620.5095656,-162.17685697303068,62.866299587230415,362.6293476488665,281,8.187084900856898e-12,
