#Model files used:,C:/Users/rringuet/Kamodo_Data/CTIPe/Data/2015-03-18,C:/Users/rringuet/Kamodo_Data/CTIPe/Data/2015-03-19,C:/Users/rringuet/Kamodo_Data/CTIPe/Data/2015-03-20,
#Model used:, CTIPe
#Coordinates:, GDZ, sph
#utc_time,c1,c2,c3,net_idx,rho,
#[s],[deg],[deg],[km],[],[kg/m**3],
1426728886.2453532,130.68649318463486,3.4144717671453755,299.13223058440707,3444,2.6732852834838085e-11,
1426728906.2471666,132.031059529927,4.929548134584125,299.20692198139545,3445,2.6931799027557944e-11,
1426728926.24898,133.37562587521825,6.44193518164169,299.30881237541706,3446,2.7124792871591723e-11,
1426728946.2507935,134.7201922205104,7.950807823908865,299.43784603166057,3447,2.7300413671225186e-11,
1426728966.2526069,136.06475856580164,9.45534289426383,299.593952407278,3448,2.7435453044193604e-11,
1426728986.2544203,137.4093249110938,10.954719591952037,299.77704618986985,3449,2.7545157286650488e-11,
1426729006.2562335,138.75389125638503,12.448119930374624,299.9870273440272,3450,2.7596674828626052e-11,
1426729026.2580469,140.09845760167718,13.934729183342071,300.223781165906,3451,2.760322693889332e-11,
1426729046.2598603,141.44302394696842,15.413736329549128,300.4871783458043,3452,2.7551431181165256e-11,
1426729066.2616737,142.78759029226057,16.88433449502805,300.7770750387065,3453,2.7453975512669984e-11,
1426729086.263487,144.13215663755182,18.345721393339716,301.0933129427594,3454,2.732950979306037e-11,
1426729106.2653005,145.47672298284397,19.797099763262075,301.43571938563247,3455,2.718880036173285e-11,
1426729126.267114,146.8212893281352,21.237677803736524,301.8041074187207,3456,2.7025885612344135e-11,
1426729146.2689273,148.16585567342736,22.666669605836017,302.1982759191339,3457,2.6847546862573178e-11,
1426729166.2707407,149.5104220187186,24.08329558151869,302.6180096994197,3458,2.667580880943743e-11,
1426729186.2725542,150.85498836401075,25.48678288893267,303.06307962495936,3459,2.6485905490958323e-11,
1426729206.2743676,152.199554709302,26.87636585404098,303.5332427389724,3460,2.6301736293997564e-11,
1426729226.276181,153.54412105459414,28.25128638833577,304.0282423950617,3461,2.610831779916947e-11,
1426729246.2779944,154.88868739988538,29.610794402414516,304.5478083972277,3462,2.5894220551631096e-11,
1426729266.2798078,156.23325374517754,30.954148215191825,305.0916571472736,3463,2.5661722643780806e-11,
1426729286.2816212,157.57782009046878,32.2806149585245,305.6594917995231,3464,2.5416749163821658e-11,
1426729306.2834346,158.92238643576093,33.589470977028725,306.2510024227646,3465,2.5167909611406385e-11,
1426729326.285248,160.26695278105217,34.88000222287074,306.8658661693346,3466,2.491059657607918e-11,
1426729346.2870615,161.61151912634432,36.151504645316564,307.5037474512476,3467,2.463835214161502e-11,
1426729366.2888749,162.95608547163556,37.40328457482781,308.1642981232766,3468,2.4329664748256265e-11,
1426729386.2906883,164.3006518169277,38.63465910149355,308.84715767288384,3469,2.39779249250039e-11,
1426729406.2925017,165.64521816221895,39.844956447592715,309.5519534168991,3470,2.3622136808631298e-11,
1426729426.294315,166.9897845075111,41.03351633408331,310.27830070483725,3471,2.3256022588113182e-11,
1426729446.2961283,168.33435085280234,42.19969034081809,311.02580312874477,3472,2.2865303534747668e-11,
1426729466.2979417,169.6789171980945,43.34284226029101,311.79405273946054,3473,2.2458177234739263e-11,
1426729486.299755,171.02348354338574,44.46234844472107,312.582630269173,3474,2.2027730233285834e-11,
1426729506.3015685,172.3680498886779,45.55759814628379,313.39110536015227,3475,2.1568428802748838e-11,
1426729526.303382,173.71261623396913,46.627993850305444,314.2190367995317,3476,2.1076050672812937e-11,
1426729546.3051953,175.05718257926128,47.672951601238026,315.06597276001287,3477,2.0550329212628268e-11,
1426729566.3070087,176.40174892455252,48.69190132123655,315.9314510463601,3478,1.9985495551212666e-11,
1426729586.3088222,177.74631526984467,49.684287121165774,316.8149993475512,3479,1.9395762812146788e-11,
1426729606.3106356,179.0908816151359,50.64956760386624,317.7161354944479,3480,1.877490721290331e-11,
1426729626.312449,-179.56455203957194,51.58721615951389,318.6343677228432,3481,1.811964499509633e-11,
1426729646.3142624,-178.2199856942807,52.49672125291269,319.5691949417444,3482,1.7425278617013176e-11,
1426729666.3160758,-176.87541934898854,53.37758670256337,320.5201070067434,3483,1.6730994312487298e-11,
1426729686.3178892,-175.5308530036973,54.22933195135555,321.4865849983268,3484,1.6046176923604296e-11,
1426729706.3197026,-174.18628665840515,55.051492328736316,322.46810150497265,3485,1.5368728674468955e-11,
1426729726.321516,-172.8417203131139,55.843619304211764,323.464120910881,3486,1.4702264175140424e-11,
1426729746.3233294,-171.49715396782176,56.60528073204331,324.4740996881791,3487,1.4052282072050554e-11,
1426729766.3251429,-170.15258762253052,57.33606108700518,325.49748669344393,3488,1.3501661907454776e-11,
1426729786.3269563,-168.80802127723837,58.03556169107471,326.533723468379,3489,1.3272923855980811e-11,
1426729806.3287697,-167.46345493194713,58.70340093093165,327.582244544482,3490,1.3053332866555672e-11,
1426729826.330583,-166.11888858665498,59.33921446614759,328.6424777515365,3491,1.2837321569777125e-11,
1426729846.3323965,-164.77432224136282,59.94265542795232,329.71384452976037,3492,1.2624966898320303e-11,
1426729866.33421,-163.42975589607158,60.51339460846859,330.7957602454395,3493,1.2418214137080058e-11,
1426729886.3360233,-162.08518955077943,61.05112064031166,331.88763450987534,3494,1.2215086153707657e-11,
1426729906.3378365,-160.7406232054882,61.55554016645618,332.98887150147226,3495,1.2008929531581214e-11,
1426729926.33965,-159.39605686019604,62.026378000277504,334.0988702907884,3496,1.1801172180158004e-11,
1426729946.3414633,-158.0514905149048,62.46337727567995,335.2170251683738,3497,1.1598897925028481e-11,
1426729966.3432767,-156.70692416961265,62.86629958723041,336.34272597521544,3498,1.1397700413242147e-11,
1426729986.3450902,-155.3623578243214,63.23492512022077,337.4753584356105,3499,1.1197634440654099e-11,
1426730006.3469036,-154.01779147902926,63.56905277058796,338.61430449228465,3500,1.0995221774882727e-11,
1426730026.348717,-152.67322513373801,63.86850025462652,339.75894264357464,3501,1.079748988535592e-11,
1426730046.3505304,-151.32865878844586,64.13310420843378,340.90864828248846,3502,1.0596757849593358e-11,
1426730066.3523438,-149.98409244315462,64.36272027703302,342.0627940374608,3503,1.0390451038805845e-11,
1426730086.3541572,-148.63952609786247,64.55722319312669,343.220750114616,3504,1.0182750546201661e-11,
1426730106.3559706,-147.29495975257123,64.71650684543599,344.38188464135334,3505,9.978694776607153e-12,
1426730126.357784,-145.95039340727908,64.84048433659001,345.5455640110651,3506,9.772798653144738e-12,
1426730146.3595974,-144.60582706198784,64.92908803053272,346.7111532288017,3507,9.564826418575862e-12,
1426730166.3614109,-143.2612607166957,64.98226958942196,347.87801625769424,3508,9.351892904761532e-12,
1426730186.3632243,-141.91669437140445,65.0,349.0455163659443,3509,9.133620357080837e-12,
1426730206.3650377,-140.5721280261123,65.0,349.0452443557893,3510,9.102416675666828e-12,
1426730226.366851,-139.22756168082105,64.98226958942196,350.2127444640393,3511,8.88095084322848e-12,
1426730246.3686645,-137.8829953355289,64.92908803053274,351.3796074929318,3512,8.659080132140333e-12,
1426730266.370478,-136.53842899023766,64.84048433659001,352.54519671066845,3513,8.44220219625862e-12,
1426730286.3722913,-135.1938626449455,64.71650684543599,353.70887608038026,3514,8.220767179157682e-12,
1426730306.3741047,-133.84929629965427,64.5572231931267,354.87001060711754,3515,8.001946342470352e-12,
1426730326.3759181,-132.50472995436212,64.36272027703302,356.0279666842728,3516,7.784116103328231e-12,
1426730346.3777313,-131.16016360907088,64.13310420843378,357.18211243924515,3517,7.567414044482748e-12,
1426730366.3795447,-129.81559726377873,63.86850025462653,358.33181807815896,3518,7.346197965465032e-12,
1426730386.3813581,-128.4710309184875,63.56905277058796,359.4764562294489,3519,7.118801538149483e-12,
1426730406.3831716,-127.12646457319534,63.23492512022077,360.6154022861231,3520,6.891891702970628e-12,
1426730426.384985,-125.7818982279041,62.866299587230415,361.74803474651816,3521,6.671380710883703e-12,
1426730446.3867984,-124.43733188261194,62.46337727567995,362.8737355533598,3522,6.453196590751736e-12,
1426730466.3886118,-123.0927655373207,62.02637800027751,363.9918904309452,3523,6.23301422984643e-12,
1426730486.3904252,-121.74819919202855,61.5555401664562,365.10188922026134,3524,6.0025878552261365e-12,
1426730506.3922386,-120.40363284673731,61.051120640311666,366.20312621185826,3525,5.769982340777531e-12,
1426730526.394052,-119.05906650144516,60.513394608468595,367.29500047629404,3526,5.5383324560733625e-12,
1426730546.3958654,-117.71450015615392,59.94265542795233,368.37691619197324,3527,5.299380010525542e-12,
1426730566.3976789,-116.36993381086177,59.33921446614759,369.44828297019706,3528,5.040079134101348e-12,
1426730586.3994923,-115.02536746557053,58.70340093093166,370.50851617725164,3529,4.774276499786832e-12,
1426730606.4013057,-113.68080112027837,58.035561691074726,371.5570372533546,3530,4.59510284497008e-12,
1426730626.403119,-112.33623477498713,57.33606108700518,372.5932740282897,3531,4.524398909392474e-12,
1426730646.4049325,-110.99166842969498,56.60528073204332,373.6166610335545,3532,4.4531721235343706e-12,
1426730666.406746,-109.64710208440374,55.843619304211785,374.6266398108526,3533,4.381466582466948e-12,
1426730686.4085593,-108.30253573911159,55.051492328736316,375.62265921676095,3534,4.3136597027660954e-12,
1426730706.4103727,-106.95796939382035,54.229331951355555,376.6041757234068,3535,4.250160187656638e-12,
1426730726.4121861,-105.6134030485282,53.37758670256339,377.57065371499016,3536,4.1887511414558125e-12,
1426730746.4139996,-104.26883670323696,52.49672125291272,378.52156577998915,3537,4.126389745821019e-12,
1426730766.415813,-102.9242703579448,51.5872161595139,379.4563929988904,3538,4.058221228917806e-12,
1426730786.4176261,-101.57970401265266,50.64956760386626,380.3746252272857,3539,3.985331122522627e-12,
1426730806.4194396,-100.23513766736141,49.6842871211658,381.2757613741824,3540,3.9112049510817585e-12,
1426730826.421253,-98.89057132206926,48.69190132123656,382.1593096753735,3541,3.836066829326149e-12,
1426730846.4230664,-97.54600497677802,47.67295160123805,383.0247879617207,3542,3.7635221748271945e-12,
1426730866.4248798,-96.20143863148587,46.62799385030549,383.8717239222019,3543,3.695350523582881e-12,
1426730886.4266932,-94.85687228619463,45.557598146283794,384.6996553615814,3544,3.6279427122185517e-12,
1426730906.4285066,-93.51230594090248,44.462348444721094,385.5081304525605,3545,3.563195852675585e-12,
1426730926.43032,-92.16773959561124,43.342842260291036,386.29670798227306,3546,3.50279743921654e-12,
1426730946.4321334,-90.82317325031909,42.199690340818094,387.06495759298883,3547,3.4454022279258888e-12,
1426730966.4339468,-89.47860690502785,41.03351633408332,387.81246001689635,3548,3.3962548078859867e-12,
1426730986.4357603,-88.1340405597357,39.84495644759275,388.5388073048345,3549,3.3541557584554005e-12,
1426731006.4375737,-86.78947421444445,38.634659101493554,389.24360304884976,3550,3.3165594370795554e-12,
1426731026.439387,-85.4449078691523,37.40328457482783,389.926462598457,3551,3.2799133399241855e-12,
1426731046.4412005,-84.10034152386106,36.15150464531661,390.58701327048595,3552,3.2448811262571987e-12,
1426731066.443014,-82.75577517856891,34.88000222287074,391.224894552399,3553,3.212295277669708e-12,
1426731086.4448273,-81.41120883327767,33.58947097702874,391.839758298969,3554,3.1794785207961474e-12,
1426731106.4466407,-80.06664248798552,32.28061495852454,392.4312689222105,3555,3.1476233891235873e-12,
1426731126.4484541,-78.72207614269428,30.954148215191825,392.99910357446,3556,3.1142625269603724e-12,
1426731146.4502676,-77.37750979740213,29.61079440241453,393.54295232450596,3557,3.0786644774321552e-12,
1426731166.452081,-76.03294345211089,28.25128638833581,394.0625183266719,3558,3.037307597607309e-12,
1426731186.4538944,-74.68837710681873,26.876365854040984,394.5575179827613,3559,2.987842277999043e-12,
1426731206.4557078,-73.3438107615275,25.486782888932684,395.02768109677424,3560,2.930413651118116e-12,
1426731226.457521,-71.99924441623534,24.08329558151872,395.4727510223139,3561,2.8664411753099657e-12,
1426731246.4593344,-70.6546780709441,22.66666960583607,395.8924848025997,3562,2.794812079053493e-12,
1426731266.4611478,-69.31011172565195,21.23767780373654,396.2866533030129,3563,2.7175820499909695e-12,
1426731286.4629612,-67.96554538036071,19.797099763262104,396.65504133610114,3564,2.6374615923485168e-12,
1426731306.4647746,-66.62097903506856,18.34572139333976,396.9974477789742,3565,2.548364722356979e-12,
1426731326.466588,-65.27641268977732,16.884334495028064,397.3136856830271,3566,2.455189913503139e-12,
1426731346.4684014,-63.931846344485166,15.41373632954916,397.6035823759293,3567,2.3604573286349457e-12,
1426731366.4702148,-62.587279999193925,13.934729183342114,397.8669795558276,3568,2.266985702841314e-12,
1426731386.4720283,-61.242713653901774,12.44811993037464,398.1037333777064,3569,2.1761968420436104e-12,
1426731406.4738417,-59.89814730861053,10.954719591952067,398.31371453186375,3570,2.0952009389508574e-12,
1426731426.475655,-58.55358096331838,9.455342894263874,398.4968083144556,3571,2.076489765636253e-12,
1426731446.4774685,-57.20901461802714,7.950807823908867,398.6529146900731,3572,2.087576222338077e-12,
1426731466.479282,-55.86444827273499,6.441935181641719,398.78194834631654,3573,2.098110217228852e-12,
1426731486.4810953,-54.51988192744375,4.92954813458417,398.8838387403382,3574,2.1087299388079616e-12,
1426731506.4829087,-53.1753155821516,3.414471767145377,398.95853013732653,3575,2.118882759744704e-12,
1426731526.4847221,-51.830749236860356,1.89753263089618,399.0059816409128,3576,2.128141794673065e-12,
1426731546.4865355,-50.486182891568205,0.37955829364293686,399.02616721548185,3577,2.1347841097784815e-12,
1426731566.488349,-49.141616546276964,-1.138623112052909,399.0190757003758,3578,2.1388210771722076e-12,
1426731586.4901624,-47.79705020098481,-2.6561833406635134,398.98471081598325,3579,2.1411103364000854e-12,
1426731606.4919758,-46.45248385569357,-4.172294485544857,398.92309116170884,3580,2.14229738491132e-12,
1426731626.4937892,-45.10791751040142,-5.686129430602177,398.8342502058272,3581,2.1428931237771437e-12,
1426731646.4956026,-43.76335116511018,-7.196862301523976,398.71823626722335,3582,2.14227487028011e-12,
1426731666.497416,-42.41878481981803,-8.703668916338694,398.57511248903336,3583,2.139806803304126e-12,
1426731686.4992292,-41.07421847452679,-10.205727235048133,398.4049568041955,3584,2.1348749965020356e-12,
1426731706.5010426,-39.72965212923464,-11.702217808092193,398.20786189293443,3585,2.1258432084335922e-12,
1426731726.502856,-38.385085783942486,-13.192324223400524,397.9839351321994,3586,2.113552851890978e-12,
1426731746.5046694,-37.040519438651245,-14.675233551787008,397.73329853708447,3587,2.143037096655496e-12,
1426731766.5064828,-35.695953093359094,-16.15013679044422,397.45608869426286,3588,2.2135300595111644e-12,
1426731786.5082963,-34.35138674806785,-17.616229304295707,397.15245668747247,3589,2.2608756168662206e-12,
1426731806.5101097,-33.0068204027757,-19.07271126496559,396.82256801509163,3590,2.2905928573237225e-12,
1426731826.511923,-31.66225405748446,-20.518788087125788,396.4666024998511,3591,2.3094322974244717e-12,
1426731846.5137365,-30.31768771219231,-21.95367086198297,396.0847541907321,3592,2.320131278647393e-12,
1426731866.51555,-28.97312136690107,-23.37657678766852,395.67723125710205,3593,2.3262412376062256e-12,
1426731886.5173633,-27.628555021608918,-24.786729596296986,395.24425587514827,3594,2.338172032247216e-12,
1426731906.5191767,-26.283988676317676,-26.18335997745996,394.78606410666885,3595,2.358792934439456e-12,
1426731926.5209901,-24.939422331025526,-27.56570599792407,394.3029057702892,3596,2.386943602578647e-12,
1426731946.5228035,-23.594855985734284,-28.933013517304573,393.7950443051733,3597,2.4240912518705017e-12,
1426731966.524617,-22.250289640442134,-30.284536599487502,393.26275662730393,3598,2.460760770487666e-12,
1426731986.5264304,-20.905723295150892,-31.61953791957581,392.7063329784109,3599,2.5015451042438517e-12,
1426732006.5282438,-19.56115694985874,-32.937289166137894,392.12607676762974,3600,2.542726685404248e-12,
1426732026.5300572,-18.2165906045675,-34.23707143853868,391.52230440597583,3601,2.586425898292067e-12,
1426732046.5318706,-16.87202425927535,-35.51817563913651,390.8953451337268,3602,2.6368728339547345e-12,
1426732066.533684,-15.527457913984108,-36.779902860132346,390.24554084080427,3603,2.691055197316157e-12,
1426732086.5354974,-14.182891568691957,-38.021564764859576,389.5732458802563,3604,2.7500514108296945e-12,
1426732106.5373108,-12.838325223400716,-39.24248396330677,388.8788268749392,3605,2.810167191937032e-12,
1426732126.539124,-11.493758878108565,-40.44199438166867,388.16266251750596,3606,2.8684319342182753e-12,
1426732146.5409374,-10.149192532817324,-41.61944162572347,387.42514336381043,3607,2.918717356634118e-12,
1426732166.5427508,-8.804626187525173,-42.77418333783815,386.66667161983867,3608,2.956611276406653e-12,
1426732186.5445642,-7.460059842233932,-43.905589547407615,385.8876609222857,3609,2.987623095345345e-12,
1426732206.5463777,-6.115493496941781,-45.01304301453563,385.08853611289476,3610,3.0065645280279494e-12,
1426732226.548191,-4.77092715165054,-46.09593956677089,384.26973300668504,3611,3.0270724926521152e-12,
1426732246.5500045,-3.426360806358389,-47.15368842871387,383.431698154192,3612,3.0594345518020713e-12,
1426732266.551818,-2.0817944610671475,-48.18571254431499,382.5748885978515,3613,3.0974780457178135e-12,
1426732286.5536313,-0.7372281157749967,-49.191448891688225,381.6997716226594,3614,3.1517591564469684e-12,
1426732306.5554447,0.6073382295162446,-50.17034879026829,380.8068245012441,3615,3.210802577733012e-12,
1426732326.5572581,1.9519045748083954,-51.12187820014388,379.8965342334898,3616,3.2843679433960086e-12,
1426732346.5590715,3.2964709200996367,-52.04551801340381,378.96939728085306,3617,3.3573317919623874e-12,
1426732366.560885,4.6410372653917875,-52.94076433733685,378.02591929551807,3618,3.431542849306533e-12,
1426732386.5626984,5.985603610683029,-53.8071287693309,377.06661484453696,3619,3.504371879177911e-12,
1426732406.5645118,7.33016995597518,-54.64413866332172,376.09200712910774,3620,3.5708857352713193e-12,
1426732426.5663252,8.674736301266421,-55.45133738764532,375.10262769914107,3621,3.6360683112284353e-12,
1426732446.5681386,10.019302646558572,-56.22828457415402,374.09901616327255,3622,3.6974722996171e-12,
1426732466.569952,11.363868991849813,-56.97455635845969,373.08171989447885,3623,3.75357994767548e-12,
1426732486.5717654,12.708435337141964,-57.68974561117343,372.05129373145763,3624,3.811141105833716e-12,
1426732506.5735788,14.053001682433205,-58.373462160015514,371.0082996759346,3625,3.872231056782498e-12,
1426732526.5753922,15.397568027725356,-59.025333002674266,369.9533065860632,3626,3.934215589054242e-12,
1426732546.5772057,16.742134373016597,-59.645002510297836,368.886889866083,3627,3.999956201664847e-12,
1426732566.5790188,18.086700718308748,-60.23213262150799,367.8096311524077,3628,4.070109718540438e-12,
1426732586.5808322,19.43126706359999,-60.78640302682984,366.72211799631214,3629,4.1603130545505764e-12,
1426732606.5826457,20.77583340889214,-61.30751134343697,365.62494354339395,3630,4.248539501784628e-12,
1426732626.584459,22.12039975418429,-61.795173280116806,364.5187062099815,3631,4.334106575953965e-12,
1426732646.5862725,23.464966099475532,-62.24912279236596,363.4040093566675,3632,4.425672247215063e-12,
1426732666.588086,24.809532444767683,-62.66911222753105,362.28146095914525,3633,4.519131291241423e-12,
1426732686.5898993,26.154098790058924,-63.05491245991599,361.1516732765263,3634,4.608206522189563e-12,
1426732706.5917127,27.498665135351075,-63.40631301578163,360.0152625173224,3635,4.694281999852491e-12,
1426732726.5935261,28.843231480642316,-63.72312218817005,358.87284850327177,3636,4.777397302523389e-12,
1426732746.5953395,30.187797825934467,-64.00516714149045,357.72505433119494,3637,4.866729149027501e-12,
1426732766.597153,31.53236417122571,-64.25229400580977,356.5725060330635,3638,5.177588838790628e-12,
1426732786.5989664,32.87693051651786,-64.46436796079668,355.4158322344679,3639,5.473555710766944e-12,
1426732806.6007798,34.2214968618091,-64.64127330927283,354.2556638116696,3640,5.7568574077032744e-12,
1426732826.6025932,35.56606320710125,-64.78291354033173,353.0926335474264,3641,6.029612004556811e-12,
1426732846.6044066,36.91062955239249,-64.8892113819903,351.9273757857765,3642,6.290994389668817e-12,
1426732866.60622,38.255195897684644,-64.96010884334459,350.76052608597223,3643,6.541871136393063e-12,
1426732886.6080334,39.599762242975885,-64.99556724620697,349.59272087574897,3644,6.7848555115708355e-12,
1426732906.6098468,40.944328588268036,-64.99556724620697,348.42459710412226,3645,7.025603716347941e-12,
1426732926.6116602,42.28889493355928,-64.96010884334459,347.2567918938991,3646,7.2563939000782204e-12,
1426732946.6134737,43.63346127885143,-64.8892113819903,346.0899421940947,3647,7.486636347815277e-12,
1426732966.615287,44.97802762414267,-64.78291354033173,344.9246844324449,3648,7.716189224459954e-12,
1426732986.6171005,46.32259396943482,-64.64127330927283,343.76165416820163,3649,7.939231753854653e-12,
1426733006.618914,47.66716031472606,-64.46436796079668,342.6014857454034,3650,8.159431449153893e-12,
1426733026.620727,49.01172666001821,-64.25229400580977,341.4448119468077,3651,8.378551635539988e-12,
1426733046.6225405,50.35629300530945,-64.00516714149045,340.29226364867634,3652,8.596471604961463e-12,
1426733066.624354,51.700859350601604,-63.72312218817006,339.1444694765995,3653,8.810946576182049e-12,
1426733086.6261673,53.045425695892845,-63.40631301578163,338.00205546254887,3654,9.01958922701814e-12,
1426733106.6279807,54.389992041184996,-63.05491245991599,336.8656447033449,3655,9.230495269068203e-12,
1426733126.6297941,55.73455838647624,-62.669112227531066,335.7358570207261,3656,9.448576529005348e-12,
1426733146.6316075,57.07912473176839,-62.24912279236597,334.61330862320375,3657,9.660811898857693e-12,
1426733166.633421,58.42369107705963,-61.79517328011682,333.49861176988975,3658,9.871825427869402e-12,
1426733186.6352344,59.76825742235178,-61.30751134343698,332.3923744364773,3659,1.0082237225787803e-11,
1426733206.6370478,61.11282376764302,-60.786403026829845,331.2951999835591,3660,1.0291366296283144e-11,
1426733226.6388612,62.45739011293517,-60.23213262150801,330.20768682746365,3661,1.0499265503454407e-11,
1426733246.6406746,63.801956458226414,-59.64500251029784,329.13042811378824,3662,1.071283382486211e-11,
1426733266.642488,65.14652280351856,-59.02533300267427,328.0640113938081,3663,1.0934474970095829e-11,
1426733286.6443014,66.4910891488098,-58.373462160015535,327.00901830393667,3664,1.1158136600183156e-11,
1426733306.6461148,67.83565549410196,-57.689745611173436,325.9660242484137,3665,1.138568836979611e-11,
1426733326.6479282,69.1802218393932,-56.974556358459694,324.9355980853924,3666,1.1627266868831791e-11,
1426733346.6497416,70.52478818468535,-56.22828457415404,323.9183018165987,3667,1.1867395610690488e-11,
1426733366.651555,71.86935452997659,-55.45133738764533,322.91469028073016,3668,1.2113335351375938e-11,
1426733386.6533685,73.21392087526874,-54.64413866332173,321.92531085076354,3669,1.2363669468677984e-11,
1426733406.655182,74.55848722055998,-53.80712876933091,320.95070313533427,3670,1.2612214687881896e-11,
1426733426.6569953,75.90305356585213,-52.94076433733686,319.9913986843532,3671,1.2844006693955355e-11,
1426733446.6588087,77.24761991114337,-52.045518013403836,319.04792069901816,3672,1.3069861242898178e-11,
1426733466.660622,78.59218625643553,-51.1218782001439,318.12078374638145,3673,1.3293786424785501e-11,
1426733486.6624353,79.93675260172677,-50.1703487902683,317.2104934786272,3674,1.351668926048538e-11,
1426733506.6642487,81.28131894701892,-49.19144889168825,316.3175463572119,3675,1.3749371976980042e-11,
1426733526.666062,82.62588529231016,-48.185712544314995,315.4424293820198,3676,1.3982885039664244e-11,
1426733546.6678755,83.97045163760231,-47.153688428713885,314.58561982567926,3677,1.4222738721886926e-11,
1426733566.669689,85.31501798289446,-46.09593956677092,313.74758497318624,3678,1.4456861485178783e-11,
1426733586.6715024,86.6595843281857,-45.01304301453565,312.9287818669765,3679,1.5144538213214677e-11,
1426733606.6733158,88.00415067347785,-43.90558954740763,312.1296570575856,3680,1.5965054908353467e-11,
1426733626.6751292,89.3487170187691,-42.77418333783818,311.35064636003256,3681,1.676971291916952e-11,
1426733646.6769426,90.69328336406124,-41.619441625723475,310.5921746160609,3682,1.7544273922425384e-11,
1426733666.678756,92.03784970935249,-40.441994381668685,309.85465546236526,3683,1.8266724701068942e-11,
1426733686.6805694,93.38241605464464,-39.2424839633068,309.1384911049321,3684,1.894039689807577e-11,
1426733706.6823828,94.72698239993588,-38.02156476485959,308.4440720996149,3685,1.9574816684661753e-11,
1426733726.6841962,96.07154874522803,-36.77990286013236,307.77177713906696,3686,2.0169469052738745e-11,
1426733746.6860096,97.41611509051927,-35.51817563913655,307.12197284614456,3687,2.075142662953916e-11,
1426733766.687823,98.76068143581142,-34.23707143853869,306.4950135738954,3688,2.131142517148228e-11,
1426733786.6896365,100.10524778110266,-32.93728916613791,305.89124121224154,3689,2.1861418088232914e-11,
1426733806.6914499,101.44981412639481,-31.619537919575848,305.3109850014603,3690,2.2408843649738737e-11,
1426733826.6932633,102.79438047168605,-30.284536599487517,304.7545613525674,3691,2.295373846093615e-11,
1426733846.6950767,104.1389468169782,-28.933013517304587,304.22227367469793,3692,2.351955784991309e-11,
1426733866.69689,105.48351316226945,-27.56570599792411,303.71441220958206,3693,2.4076534113687127e-11,
1426733886.6987035,106.8280795075616,-26.183359977459986,303.2312538732024,3694,2.46399620669e-11,
1426733906.7005167,108.17264585285284,-24.786729596297004,302.773062104723,3695,2.5202810583025373e-11,
1426733926.70233,109.51721219814499,-23.376576787668558,302.3400867227692,3696,2.572968044172544e-11,
1426733946.7041435,110.86177854343623,-21.953670861983,301.9325637891392,3697,2.621303215993295e-11,
1426733966.705957,112.20634488872838,-20.518788087125806,301.55071548002013,3698,2.6597525348207518e-11,
1426733986.7077703,113.55091123401962,-19.07271126496563,301.19474996477965,3699,2.690450458109996e-11,
1426734006.7095838,114.89547757931177,-17.616229304295736,300.86486129239876,3700,2.7174924263947004e-11,
1426734026.7113972,116.24004392460301,-16.150136790444236,300.56122928560836,3701,2.7388221305551725e-11,
1426734046.7132106,117.58461026989517,-14.675233551787066,300.28401944278687,3702,2.7607799173328765e-11,
1426734066.715024,118.9291766151864,-13.192324223400554,300.0333828476718,3703,2.7806406781239572e-11,
1426734086.7168374,120.27374296047856,-11.70221780809221,299.80945608693685,3704,2.8021225789130595e-11,
1426734106.7186508,121.6183093057698,-10.205727235048135,299.61236117567574,3705,2.8240968207177576e-11,
1426734126.7204642,122.96287565106195,-8.703668916338739,299.4422054908379,3706,2.84737968623157e-11,
1426734146.7222776,124.30744199635319,-7.196862301523992,299.2990817126479,3707,2.8708480353333348e-11,
1426734166.724091,125.65200834164534,-5.686129430602178,299.1830677740441,3708,2.891923940427758e-11,
1426734186.7259045,126.99657468693658,-4.172294485544901,299.0942268181624,3709,2.9100945398851306e-11,
1426734206.7277179,128.34114103222873,-2.6561833406635293,299.03260716388803,3710,2.922170593779822e-11,
1426734226.7295313,129.68570737751998,-1.1386231120529104,298.9982422794954,3711,2.9297162928032445e-11,
1426734246.7313447,131.03027372281213,0.37955829364289206,298.99115076438943,3712,2.934327081452908e-11,
1426734266.733158,132.37484006810337,1.8975326308961495,299.0113363389584,3713,2.935928847397072e-11,
1426734286.7349715,133.71940641339552,3.4144717671453755,299.0587878425447,3714,2.937332978050327e-11,
1426734306.736785,135.06397275868676,4.929548134584125,299.1334792395331,3715,2.938657572459989e-11,
1426734326.7385983,136.4085391039789,6.44193518164169,299.2353696335547,3716,2.938706478570999e-11,
1426734346.7404118,137.75310544927015,7.950807823908865,299.3644032897982,3717,2.938859269367197e-11,
1426734366.742225,139.0976717945623,9.45534289426383,299.5205096654156,3718,2.938643865645134e-11,
1426734386.7440383,140.44223813985354,10.954719591952037,299.70360344800747,3719,2.938187567814897e-11,
1426734406.7458518,141.7868044851457,12.448119930374624,299.9135846021648,3720,2.9379573976354486e-11,
1426734426.7476652,143.13137083043694,13.934729183342071,300.1503384240437,3721,2.9397530327738167e-11,
1426734446.7494786,144.4759371757291,15.413736329549128,300.4137356039419,3722,2.943227970569001e-11,
1426734466.751292,145.82050352102033,16.88433449502805,300.7036322968442,3723,2.9468404354006515e-11,
