Year	Month	Day	Hour	Minute	Second	Millisecond	Longitude	Latitude	Altitude
2019	3	17	0	32	35	0	11.01000415	-52.56854192	413.4160064
2019	3	17	0	32	40	0	11.14134347	-52.8786365	413.5279484
2019	3	17	0	32	45	0	11.27486464	-53.1885133	413.6394898
2019	3	17	0	32	50	0	11.41062272	-53.4981673	413.750644
2019	3	17	0	32	55	0	11.54867453	-53.80759333	413.8613599
2019	3	17	0	33	0	0	11.68907871	-54.11678604	413.9720645
2019	3	17	0	33	5	0	11.83189581	-54.42573991	414.0828369
2019	3	17	0	33	10	0	11.97718838	-54.73444922	414.1930204
2019	3	17	0	33	15	0	12.125021	-55.04290806	414.3022023
2019	3	17	0	33	20	0	12.27546042	-55.35111031	414.4108311
2019	3	17	0	33	25	0	12.42857561	-55.65904964	414.5190456
2019	3	17	0	33	30	0	12.58443785	-55.96671951	414.6266832
2019	3	17	0	33	35	0	12.74312086	-56.27411311	414.7337183
2019	3	17	0	33	40	0	12.90470085	-56.58122341	414.8400788
2019	3	17	0	33	45	0	13.06925669	-56.88804315	414.9457433
2019	3	17	0	33	50	0	13.23686994	-57.19456475	415.0508171
2019	3	17	0	33	55	0	13.40762503	-57.5007804	415.1552277
2019	3	17	0	34	0	0	13.58160934	-57.80668198	415.2587177
2019	3	17	0	34	5	0	13.75891335	-58.11226106	415.3613822
2019	3	17	0	34	10	0	13.93963077	-58.4175089	415.463377
2019	3	17	0	34	15	0	14.12385866	-58.72241644	415.5646124
2019	3	17	0	34	20	0	14.31169759	-59.02697425	415.6651148
2019	3	17	0	34	25	0	14.50325179	-59.33117254	415.7650303
2019	3	17	0	34	30	0	14.69862931	-59.63500116	415.8643053
2019	3	17	0	34	35	0	14.89794219	-59.93844953	415.9628978
2019	3	17	0	34	40	0	15.10130663	-60.24150667	416.0608291
2019	3	17	0	34	45	0	15.30884317	-60.54416116	416.1580391
2019	3	17	0	34	50	0	15.5206769	-60.84640111	416.2546051
2019	3	17	0	34	55	0	15.73693765	-61.14821415	416.3506421
2019	3	17	0	35	0	0	15.95776021	-61.44958741	416.445976
2019	3	17	0	35	5	0	16.18328455	-61.75050747	416.5404347
2019	3	17	0	35	10	0	16.41365606	-62.05096038	416.6342248
2019	3	17	0	35	15	0	16.64902578	-62.35093158	416.7274014
2019	3	17	0	35	20	0	16.88955068	-62.65040589	416.8197688
2019	3	17	0	35	25	0	17.13539394	-62.9493675	416.9113105
2019	3	17	0	35	30	0	17.38672519	-63.24779989	417.002108
2019	3	17	0	35	35	0	17.64372085	-63.54568584	417.0922154
2019	3	17	0	35	40	0	17.90656445	-63.84300739	417.1816994
2019	3	17	0	35	45	0	18.17544691	-64.13974575	417.2702599
2019	3	17	0	35	50	0	18.45056696	-64.43588131	417.3574116
2019	3	17	0	35	55	0	18.73213141	-64.73139357	417.4433351
2019	3	17	0	36	0	0	19.02035562	-65.02626113	417.5286705
2019	3	17	0	36	5	0	19.31546385	-65.32046156	417.6133409
2019	3	17	0	36	10	0	19.61768967	-65.61397144	417.6969343
2019	3	17	0	36	15	0	19.92727642	-65.90676623	417.7795691
2019	3	17	0	36	20	0	20.24447767	-66.19882026	417.8613794
2019	3	17	0	36	25	0	20.56955767	-66.49010664	417.9422024
2019	3	17	0	36	30	0	20.90279186	-66.78059718	418.0220945
2019	3	17	0	36	35	0	21.24446741	-67.07026237	418.1010746
2019	3	17	0	36	40	0	21.59488373	-67.35907124	418.1789081
2019	3	17	0	36	45	0	21.95435306	-67.64699132	418.2554784
2019	3	17	0	36	50	0	22.32320103	-67.93398854	418.3307885
2019	3	17	0	36	55	0	22.7017673	-68.22002715	418.4047852
2019	3	17	0	37	0	0	23.09040617	-68.5050696	418.4776804
2019	3	17	0	37	5	0	23.48948723	-68.78907646	418.5497299
2019	3	17	0	37	10	0	23.89939605	-69.07200629	418.6205986
2019	3	17	0	37	15	0	24.32053485	-69.35381553	418.6900312
2019	3	17	0	37	20	0	24.75332322	-69.63445841	418.7579738
2019	3	17	0	37	25	0	25.19819885	-69.91388676	418.8241377
2019	3	17	0	37	30	0	25.65561825	-70.1920499	418.8889563
2019	3	17	0	37	35	0	26.1260575	-70.46889451	418.9542356
2019	3	17	0	37	40	0	26.61001301	-70.74436443	419.020555
2019	3	17	0	37	45	0	27.10800223	-71.01840056	419.0855831
2019	3	17	0	37	50	0	27.62056445	-71.29094061	419.147697
2019	3	17	0	37	55	0	28.14826143	-71.56191896	419.2083237
2019	3	17	0	38	0	0	28.69167819	-71.83126645	419.2687186
2019	3	17	0	38	5	0	29.2514236	-72.09891021	419.3280852
2019	3	17	0	38	10	0	29.82813098	-72.36477336	419.3857597
2019	3	17	0	38	15	0	30.42245868	-72.62877488	419.4426274
2019	3	17	0	38	20	0	31.03509049	-72.8908293	419.4994278
2019	3	17	0	38	25	0	31.66673598	-73.15084648	419.5552905
2019	3	17	0	38	30	0	32.31813073	-73.40873135	419.6091769
2019	3	17	0	38	35	0	32.99003632	-73.66438362	419.6614012
2019	3	17	0	38	40	0	33.68324021	-73.91769754	419.7128965
2019	3	17	0	38	45	0	34.39855535	-74.16856154	419.7636264
2019	3	17	0	38	50	0	35.13681949	-74.416858	419.8129099
2019	3	17	0	38	55	0	35.89889416	-74.66246291	419.8606842
2019	3	17	0	39	0	0	36.68566335	-74.90524557	419.9075396
2019	3	17	0	39	5	0	37.49803164	-75.14506827	419.9538265
2019	3	17	0	39	10	0	38.33692186	-75.38178601	419.9990293
2019	3	17	0	39	15	0	39.20327222	-75.61524616	420.0422663
2019	3	17	0	39	20	0	40.09803269	-75.84528819	420.0835236
2019	3	17	0	39	25	0	41.02216072	-76.07174337	420.1236937
2019	3	17	0	39	30	0	41.97661604	-76.29443454	420.163026
2019	3	17	0	39	35	0	42.9623546	-76.5131759	420.2009373
2019	3	17	0	39	40	0	43.98032148	-76.72777275	420.2374953
2019	3	17	0	39	45	0	45.03144265	-76.93802144	420.2733403
2019	3	17	0	39	50	0	46.11661559	-77.14370922	420.3080948
2019	3	17	0	39	55	0	47.2366986	-77.34461431	420.3410678
2019	3	17	0	40	0	0	48.39249881	-77.54050592	420.3724271
2019	3	17	0	40	5	0	49.5847588	-77.73114444	420.4026285
2019	3	17	0	40	10	0	50.81414191	-77.91628181	420.4315131
2019	3	17	0	40	15	0	52.08121609	-78.09566188	420.4586359
2019	3	17	0	40	20	0	53.38643669	-78.26902106	420.4839648
2019	3	17	0	40	25	0	54.73012794	-78.43608905	420.5082248
2019	3	17	0	40	30	0	56.11246375	-78.59658983	420.5318557
2019	3	17	0	40	35	0	57.53344771	-78.75024275	420.5546469
2019	3	17	0	40	40	0	58.99289303	-78.89676398	420.5763544
2019	3	17	0	40	45	0	60.49040269	-79.035868	420.5969755
2019	3	17	0	40	50	0	62.02535033	-79.16726948	420.6161478
2019	3	17	0	40	55	0	63.5968627	-79.29068527	420.6338731
2019	3	17	0	41	0	0	65.20380425	-79.40583663	420.6508139
2019	3	17	0	41	5	0	66.84476459	-79.51245166	420.6665229
2019	3	17	0	41	10	0	68.51804978	-79.61026788	420.6797582
2019	3	17	0	41	15	0	70.22167797	-79.6990349	420.6910396
2019	3	17	0	41	20	0	71.95338036	-79.77851722	420.7012761
2019	3	17	0	41	25	0	73.71060775	-79.84849699	420.7100739
2019	3	17	0	41	30	0	75.49054344	-79.9087767	420.7173273
2019	3	17	0	41	35	0	77.29012242	-79.95918182	420.724156
2019	3	17	0	41	40	0	79.10605687	-79.99956319	420.7305686
2019	3	17	0	41	45	0	80.9348678	-80.02979912	420.7354844
2019	3	17	0	41	50	0	82.77292197	-80.04979722	420.7388388
2019	3	17	0	41	55	0	84.61647339	-80.05949575	420.7411653
2019	3	17	0	42	0	0	86.46170822	-80.05886459	420.7422647
2019	3	17	0	42	5	0	88.3047917	-80.04790571	420.7420233
2019	3	17	0	42	10	0	90.1419158	-80.02665311	420.7407073
2019	3	17	0	42	15	0	91.96934593	-79.99517235	420.738544
2019	3	17	0	42	20	0	93.78346558	-79.95355948	420.735589
2019	3	17	0	42	25	0	95.58081719	-79.90193964	420.7313744
2019	3	17	0	42	30	0	97.35813862	-79.84046523	420.7252167
2019	3	17	0	42	35	0	99.11239392	-79.7693137	420.7174282
2019	3	17	0	42	40	0	100.8407982	-79.68868518	420.7088158
2019	3	17	0	42	45	0	102.5408359	-79.59879984	420.6990416
2019	3	17	0	42	50	0	104.210273	-79.49989515	420.6874551
2019	3	17	0	42	55	0	105.847163	-79.39222311	420.674309
2019	3	17	0	43	0	0	107.4498469	-79.27604751	420.6600504
2019	3	17	0	43	5	0	109.0169483	-79.15164121	420.6446361
2019	3	17	0	43	10	0	110.5473646	-79.01928362	420.627858
2019	3	17	0	43	15	0	112.0402535	-78.87925826	420.6095912
2019	3	17	0	43	20	0	113.4950176	-78.7318506	420.5898229
2019	3	17	0	43	25	0	114.9112867	-78.57734603	420.5691939
2019	3	17	0	43	30	0	116.2888982	-78.4160281	420.5475414
2019	3	17	0	43	35	0	117.6278778	-78.24817694	420.5240985
2019	3	17	0	43	40	0	118.9284186	-78.07406794	420.4990842
2019	3	17	0	43	45	0	120.1908619	-77.89397062	420.4732756
2019	3	17	0	43	50	0	121.4156779	-77.70814771	420.4460945
2019	3	17	0	43	55	0	122.603447	-77.51685438	420.4169655
2019	3	17	0	44	0	0	123.7548431	-77.32033771	420.3865434
2019	3	17	0	44	5	0	124.8706174	-77.11883622	420.3550112
2019	3	17	0	44	10	0	125.951584	-76.9125796	420.321212
2019	3	17	0	44	15	0	126.9986065	-76.70178856	420.2852617
2019	3	17	0	44	20	0	128.0125866	-76.48667471	420.2488416
2019	3	17	0	44	25	0	128.9944529	-76.26744063	420.2124184
2019	3	17	0	44	30	0	129.9451523	-76.04427989	420.174787
2019	3	17	0	44	35	0	130.8656416	-75.81737725	420.1356173
2019	3	17	0	44	40	0	131.7568806	-75.58690882	420.0954818
2019	3	17	0	44	45	0	132.6198259	-75.35304231	420.0543421
2019	3	17	0	44	50	0	133.4554264	-75.11593726	420.0114746
2019	3	17	0	44	55	0	134.2646186	-74.87574537	419.9663088
2019	3	17	0	45	0	0	135.0483233	-74.63261073	419.9189944
2019	3	17	0	45	5	0	135.8074425	-74.38667018	419.8705715
2019	3	17	0	45	10	0	136.5428577	-74.13805357	419.8220854
2019	3	17	0	45	15	0	137.2554275	-73.88688413	419.7732196
2019	3	17	0	45	20	0	137.9459867	-73.63327872	419.7227347
2019	3	17	0	45	25	0	138.6153452	-73.37734818	419.6705447
2019	3	17	0	45	30	0	139.2642872	-73.11919757	419.6175298
2019	3	17	0	45	35	0	139.8935713	-72.85892655	419.5634915
2019	3	17	0	45	40	0	140.5039297	-72.59662955	419.5075905
2019	3	17	0	45	45	0	141.0960689	-72.33239614	419.4501522
2019	3	17	0	45	50	0	141.6706696	-72.06631123	419.3922671
2019	3	17	0	45	55	0	142.228387	-71.79845533	419.3337728
2019	3	17	0	46	0	0	142.7698514	-71.52890479	419.2736242
2019	3	17	0	46	5	0	143.2956688	-71.25773204	419.2117683
2019	3	17	0	46	10	0	143.8064212	-70.9850058	419.1491844
2019	3	17	0	46	15	0	144.3026678	-70.71079126	419.0860516
2019	3	17	0	46	20	0	144.7849449	-70.4351503	419.0214379
2019	3	17	0	46	25	0	145.2537676	-70.15814168	418.955008
2019	3	17	0	46	30	0	145.7096296	-69.87982119	418.8875099
2019	3	17	0	46	35	0	146.1530047	-69.60024182	418.8194936
2019	3	17	0	46	40	0	146.584347	-69.31945394	418.7505039
2019	3	17	0	46	45	0	147.0040919	-69.0375054	418.6799767
2019	3	17	0	46	50	0	147.4126569	-68.75444172	418.6080478
2019	3	17	0	46	55	0	147.8104421	-68.47030619	418.5353495
2019	3	17	0	47	0	0	148.1978311	-68.18513998	418.4620766
2019	3	17	0	47	5	0	148.5751915	-67.8989823	418.3878753
2019	3	17	0	47	10	0	148.942876	-67.61187047	418.3122869
2019	3	17	0	47	15	0	149.3012223	-67.32384003	418.2351185
2019	3	17	0	47	20	0	149.6505544	-67.03492485	418.1563144
2019	3	17	0	47	25	0	149.9911831	-66.74515721	418.0760029
2019	3	17	0	47	30	0	150.3234061	-66.4545679	417.9949804
2019	3	17	0	47	35	0	150.6475091	-66.16318627	417.9140572
2019	3	17	0	47	40	0	150.9637663	-65.87104034	417.8330251
2019	3	17	0	47	45	0	151.2724405	-65.57815685	417.7510559
2019	3	17	0	47	50	0	151.5737841	-65.28456132	417.6675568
2019	3	17	0	47	55	0	151.8680391	-64.99027817	417.5823618
2019	3	17	0	48	0	0	152.155438	-64.69533068	417.4958531
2019	3	17	0	48	5	0	152.4362039	-64.39974115	417.4086465
2019	3	17	0	48	10	0	152.7105511	-64.10353087	417.3207468
2019	3	17	0	48	15	0	152.9786854	-63.80672024	417.2317733
2019	3	17	0	48	20	0	153.2408046	-63.50932877	417.1417806
2019	3	17	0	48	25	0	153.4970986	-63.21137511	417.0510611
2019	3	17	0	48	30	0	153.7477502	-62.91287717	416.9595779
2019	3	17	0	48	35	0	153.9929348	-62.61385207	416.8674796
2019	3	17	0	48	40	0	154.2328214	-62.31431623	416.7749351
2019	3	17	0	48	45	0	154.4675723	-62.01428539	416.6815389
2019	3	17	0	48	50	0	154.6973437	-61.71377465	416.5869522
2019	3	17	0	48	55	0	154.9222861	-61.41279848	416.4917039
2019	3	17	0	49	0	0	155.142544	-61.1113708	416.3960093
2019	3	17	0	49	5	0	155.3582569	-60.80950493	416.2994397
2019	3	17	0	49	10	0	155.5695588	-60.50721369	416.2018203
2019	3	17	0	49	15	0	155.7765791	-60.20450939	416.1035961
2019	3	17	0	49	20	0	155.9794423	-59.90140386	416.0049871
2019	3	17	0	49	25	0	156.1782683	-59.59790846	415.905643
2019	3	17	0	49	30	0	156.3731729	-59.29403413	415.8053268
2019	3	17	0	49	35	0	156.5642676	-58.98979138	415.7044935
2019	3	17	0	49	40	0	156.7516599	-58.68519034	415.6039647
2019	3	17	0	49	45	0	156.9354536	-58.38024073	415.503785
2019	3	17	0	49	50	0	157.115749	-58.07495195	415.402771
2019	3	17	0	49	55	0	157.2926425	-57.76933301	415.3001025
2019	3	17	0	50	0	0	157.4662276	-57.46339263	415.19584
2019	3	17	0	50	5	0	157.6365943	-57.15713917	415.0906671
2019	3	17	0	50	10	0	157.8038296	-56.85058074	414.9847913
2019	3	17	0	50	15	0	157.9680176	-56.54372511	414.8778102
2019	3	17	0	50	20	0	158.1292396	-56.23657981	414.7700926
2019	3	17	0	50	25	0	158.287574	-55.9291521	414.6623057
2019	3	17	0	50	30	0	158.4430968	-55.62144896	414.5541629
2019	3	17	0	50	35	0	158.5958813	-55.31347716	414.4451385
2019	3	17	0	50	40	0	158.7459987	-55.00524323	414.33557
2019	3	17	0	50	45	0	158.8935175	-54.69675347	414.2261673
2019	3	17	0	50	50	0	159.0385043	-54.38801398	414.1162841
2019	3	17	0	50	55	0	159.1810233	-54.07903063	414.0060885
2019	3	17	0	51	0	0	159.3211369	-53.76980912	413.8958734
2019	3	17	0	51	5	0	159.4589055	-53.46035497	413.7851223
2019	3	17	0	51	10	0	159.5943873	-53.15067348	413.6729683
2019	3	17	0	51	15	0	159.727639	-52.84076982	413.5600155
2019	3	17	0	51	20	0	159.8587155	-52.53064896	413.4471726
2019	3	17	0	51	25	0	159.9876699	-52.22031575	413.3342318
2019	3	17	0	51	30	0	160.1145537	-51.90977484	413.2210853
2019	3	17	0	51	35	0	160.2394169	-51.59903078	413.1077687
2019	3	17	0	51	40	0	160.362308	-51.28808795	412.9944384
2019	3	17	0	51	45	0	160.4832739	-50.9769506	412.8808843
2019	3	17	0	51	50	0	160.6023602	-50.66562285	412.7667142
2019	3	17	0	51	55	0	160.7196112	-50.3541087	412.6518145
2019	3	17	0	52	0	0	160.8350699	-50.04241203	412.5364964
2019	3	17	0	52	5	0	160.948778	-49.7305366	412.4211551
2019	3	17	0	52	10	0	161.0607759	-49.41848605	412.3055975
2019	3	17	0	52	15	0	161.1711029	-49.10626395	412.1896081
2019	3	17	0	52	20	0	161.2797974	-48.79387371	412.0733186
2019	3	17	0	52	25	0	161.3868963	-48.48131869	411.9567887
2019	3	17	0	52	30	0	161.4924359	-48.16860213	411.8400896
2019	3	17	0	52	35	0	161.596451	-47.85572718	411.7233944
2019	3	17	0	52	40	0	161.6989759	-47.54269691	411.6064946
2019	3	17	0	52	45	0	161.8000437	-47.22951431	411.4891594
2019	3	17	0	52	50	0	161.8996866	-46.91618226	411.3716922
2019	3	17	0	52	55	0	161.997936	-46.60270359	411.2544054
2019	3	17	0	53	0	0	162.0948223	-46.28908104	411.1371355
2019	3	17	0	53	5	0	162.1903753	-45.97531728	411.0197006
2019	3	17	0	53	10	0	162.2846239	-45.6614149	410.9020398
2019	3	17	0	53	15	0	162.3775962	-45.34737645	410.7840856
2019	3	17	0	53	20	0	162.4693195	-45.03320438	410.6660547
2019	3	17	0	53	25	0	162.5598207	-44.71890109	410.5481108
2019	3	17	0	53	30	0	162.6491255	-44.40446892	410.43006
2019	3	17	0	53	35	0	162.7372594	-44.08991016	410.3119002
2019	3	17	0	53	40	0	162.8242469	-43.77522702	410.1939439
2019	3	17	0	53	45	0	162.9101122	-43.46042167	410.0760235
2019	3	17	0	53	50	0	162.9948786	-43.14549623	409.9578949
2019	3	17	0	53	55	0	163.078569	-42.83045276	409.8397428
2019	3	17	0	54	0	0	163.1612056	-42.51529327	409.7216658
2019	3	17	0	54	5	0	163.2428102	-42.20001973	409.6035949
2019	3	17	0	54	10	0	163.3234038	-41.88463406	409.4857091
2019	3	17	0	54	15	0	163.4030072	-41.56913813	409.3680642
2019	3	17	0	54	20	0	163.4816406	-41.25353378	409.2504579
2019	3	17	0	54	25	0	163.5593235	-40.93782278	409.1328372
2019	3	17	0	54	30	0	163.6360752	-40.6220069	409.0153863
2019	3	17	0	54	35	0	163.7119144	-40.30608784	408.8980479
2019	3	17	0	54	40	0	163.7868594	-39.99006727	408.7807524
2019	3	17	0	54	45	0	163.8609281	-39.67394683	408.6636559
2019	3	17	0	54	50	0	163.9341379	-39.35772813	408.5469392
2019	3	17	0	54	55	0	164.0065058	-39.04141271	408.4305982
2019	3	17	0	55	0	0	164.0780486	-38.72500213	408.3144001
2019	3	17	0	55	5	0	164.1487824	-38.40849788	408.1981194
2019	3	17	0	55	10	0	164.2187232	-38.09190142	408.0818295
2019	3	17	0	55	15	0	164.2878865	-37.77521422	407.965963
2019	3	17	0	55	20	0	164.3562874	-37.45843766	407.8509463
2019	3	17	0	55	25	0	164.423941	-37.14157314	407.7365494
2019	3	17	0	55	30	0	164.4908616	-36.82462202	407.6222668
2019	3	17	0	55	35	0	164.5570635	-36.50758563	407.5079887
2019	3	17	0	55	40	0	164.6225605	-36.19046527	407.3941053
2019	3	17	0	55	45	0	164.6873664	-35.87326222	407.2807999
2019	3	17	0	55	50	0	164.7514943	-35.55597774	407.1679049
2019	3	17	0	55	55	0	164.8149573	-35.23861307	407.05555
2019	3	17	0	56	0	0	164.8777682	-34.92116941	406.9440721
2019	3	17	0	56	5	0	164.9399394	-34.60364796	406.8332038
2019	3	17	0	56	10	0	165.0014831	-34.28604989	406.7225726
2019	3	17	0	56	15	0	165.0624113	-33.96837635	406.611972
2019	3	17	0	56	20	0	165.1227357	-33.65062846	406.5014506
2019	3	17	0	56	25	0	165.1824678	-33.33280735	406.3913698
2019	3	17	0	56	30	0	165.2416189	-33.0149141	406.2822209
2019	3	17	0	56	35	0	165.3001998	-32.69694978	406.1741107
2019	3	17	0	56	40	0	165.3582216	-32.37891546	406.0664566
2019	3	17	0	56	45	0	165.4156947	-32.06081218	405.9592804
2019	3	17	0	56	50	0	165.4726294	-31.74264096	405.852754
2019	3	17	0	56	55	0	165.5290361	-31.42440281	405.7465906
2019	3	17	0	57	0	0	165.5849246	-31.10609874	405.6406699
2019	3	17	0	57	5	0	165.6403048	-30.78772971	405.5352023
2019	3	17	0	57	10	0	165.6951862	-30.46929669	405.4303471
2019	3	17	0	57	15	0	165.7495783	-30.15080064	405.3262335
2019	3	17	0	57	20	0	165.8034902	-29.83224249	405.222909
2019	3	17	0	57	25	0	165.8569312	-29.51362318	405.1202257
2019	3	17	0	57	30	0	165.9099099	-29.19494361	405.0181135
2019	3	17	0	57	35	0	165.9624353	-28.87620469	404.9167472
2019	3	17	0	57	40	0	166.0145159	-28.55740731	404.8161814
2019	3	17	0	57	45	0	166.0661601	-28.23855234	404.7163359
2019	3	17	0	57	50	0	166.1173761	-27.91964065	404.6171097
2019	3	17	0	57	55	0	166.1681722	-27.6006731	404.5183402
2019	3	17	0	58	0	0	166.2185562	-27.28165054	404.420111
2019	3	17	0	58	5	0	166.2685361	-26.9625738	404.3229376
2019	3	17	0	58	10	0	166.3181195	-26.64344371	404.2269535
2019	3	17	0	58	15	0	166.367314	-26.32426108	404.131691
2019	3	17	0	58	20	0	166.4161271	-26.00502674	404.0370309
2019	3	17	0	58	25	0	166.4645662	-25.68574146	403.943253
2019	3	17	0	58	30	0	166.5126383	-25.36640606	403.8503663
2019	3	17	0	58	35	0	166.5603506	-25.0470213	403.7582131
2019	3	17	0	58	40	0	166.60771	-24.72758797	403.6667673
2019	3	17	0	58	45	0	166.6547235	-24.40810683	403.5761288
2019	3	17	0	58	50	0	166.7013978	-24.08857864	403.486344
2019	3	17	0	58	55	0	166.7477394	-23.76900415	403.3973271
2019	3	17	0	59	0	0	166.793755	-23.44938411	403.3090595
2019	3	17	0	59	5	0	166.839451	-23.12971926	403.2215648
2019	3	17	0	59	10	0	166.8848337	-22.81001033	403.1344815
2019	3	17	0	59	15	0	166.9299094	-22.49025804	403.0479287
2019	3	17	0	59	20	0	166.9746841	-22.17046312	402.9637076
2019	3	17	0	59	25	0	167.019164	-21.85062627	402.8824482
2019	3	17	0	59	30	0	167.0633551	-21.53074821	402.8019832
2019	3	17	0	59	35	0	167.1072632	-21.21082964	402.7204759
2019	3	17	0	59	40	0	167.150894	-20.89087125	402.6398155
2019	3	17	0	59	45	0	167.1942534	-20.57087374	402.561916
2019	3	17	0	59	50	0	167.237347	-20.25083779	402.4859989
2019	3	17	0	59	55	0	167.2801803	-19.93076408	402.410505
2019	3	17	1	0	0	0	167.3227588	-19.61065329	402.3357113
2019	3	17	1	0	5	0	167.3650879	-19.29050609	402.2619644
2019	3	17	1	0	10	0	167.4071729	-18.97032314	402.1892857
2019	3	17	1	0	15	0	167.4490192	-18.65010512	402.1176462
2019	3	17	1	0	20	0	167.4906318	-18.32985268	402.0465608
2019	3	17	1	0	25	0	167.532016	-18.00956648	401.9754754
2019	3	17	1	0	30	0	167.5731769	-17.68924716	401.9053557
2019	3	17	1	0	35	0	167.6141193	-17.36889537	401.8362177
2019	3	17	1	0	40	0	167.6548483	-17.04851176	401.7667028
2019	3	17	1	0	45	0	167.6953687	-16.72809697	401.6969965
2019	3	17	1	0	50	0	167.7356854	-16.40765163	401.6299299
2019	3	17	1	0	55	0	167.7758032	-16.08717638	401.5662389
2019	3	17	1	1	0	0	167.8157267	-15.76667184	401.5041227
2019	3	17	1	1	5	0	167.8554606	-15.44613865	401.4425096
2019	3	17	1	1	10	0	167.8950096	-15.12557743	401.3821274
2019	3	17	1	1	15	0	167.9343782	-14.80498879	401.3228481
2019	3	17	1	1	20	0	167.9735709	-14.48437336	401.2640346
2019	3	17	1	1	25	0	168.0125921	-14.16373175	401.2063462
2019	3	17	1	1	30	0	168.0514464	-13.84306458	401.1507365
2019	3	17	1	1	35	0	168.090138	-13.52237246	401.0968596
2019	3	17	1	1	40	0	168.1286713	-13.20165599	401.0441713
2019	3	17	1	1	45	0	168.1670507	-12.88091579	400.9925528
2019	3	17	1	1	50	0	168.2052802	-12.56015244	400.9420062
2019	3	17	1	1	55	0	168.2433643	-12.23936656	400.8925952
2019	3	17	1	2	0	0	168.2813069	-11.91855875	400.8445665
2019	3	17	1	2	5	0	168.3191124	-11.5977296	400.7978665
2019	3	17	1	2	10	0	168.3567847	-11.27687971	400.7523755
2019	3	17	1	2	15	0	168.3943279	-10.95600968	400.708344
2019	3	17	1	2	20	0	168.4317461	-10.63512008	400.6657996
2019	3	17	1	2	25	0	168.4690433	-10.31421152	400.6243092
2019	3	17	1	2	30	0	168.5062234	-9.993284584	400.5838163
2019	3	17	1	2	35	0	168.5432903	-9.672339857	400.5450186
2019	3	17	1	2	40	0	168.5802481	-9.351377926	400.5080798
2019	3	17	1	2	45	0	168.6171005	-9.030399374	400.472478
2019	3	17	1	2	50	0	168.6538515	-8.709404785	400.4375601
2019	3	17	1	2	55	0	168.6905048	-8.388394739	400.4033513
2019	3	17	1	3	0	0	168.7270642	-8.067369817	400.3704333
2019	3	17	1	3	5	0	168.7635336	-7.746330597	400.3390972
2019	3	17	1	3	10	0	168.7999167	-7.425277659	400.3090034
2019	3	17	1	3	15	0	168.8362173	-7.104211577	400.2799209
2019	3	17	1	3	20	0	168.872439	-6.783132928	400.2520571
2019	3	17	1	3	25	0	168.9085856	-6.462042287	400.2255091
2019	3	17	1	3	30	0	168.9446607	-6.140940227	400.2001871
2019	3	17	1	3	35	0	168.9806679	-5.819827322	400.1761303
2019	3	17	1	3	40	0	169.0166111	-5.498704142	400.153376
2019	3	17	1	3	45	0	169.0524937	-5.17757126	400.1317853
2019	3	17	1	3	50	0	169.0883193	-4.856429245	400.1113774
2019	3	17	1	3	55	0	169.1240917	-4.535278668	400.0922694
2019	3	17	1	4	0	0	169.1598143	-4.214120098	400.0746327
2019	3	17	1	4	5	0	169.1954907	-3.892954104	400.0585245
2019	3	17	1	4	10	0	169.2311246	-3.571781253	400.043677
2019	3	17	1	4	15	0	169.2667194	-3.250602112	400.0298817
2019	3	17	1	4	20	0	169.3022787	-2.92941725	400.0174057
2019	3	17	1	4	25	0	169.337806	-2.608227232	400.006551
2019	3	17	1	4	30	0	169.3733049	-2.287032625	399.9971984
2019	3	17	1	4	35	0	169.4087788	-1.965833995	399.9891625
2019	3	17	1	4	40	0	169.4442314	-1.644631907	399.9823058
2019	3	17	1	4	45	0	169.479666	-1.323426927	399.9765017
2019	3	17	1	4	50	0	169.5150862	-1.002219619	399.9719544
2019	3	17	1	4	55	0	169.5504955	-0.68101055	399.9691116
2019	3	17	1	5	0	0	169.5858974	-0.359800283	399.9677117
2019	3	17	1	5	5	0	169.6212954	-0.038589383	399.9674476
2019	3	17	1	5	10	0	169.656693	0.282621584	399.9684463
2019	3	17	1	5	15	0	169.6920937	0.603832055	399.9708616
2019	3	17	1	5	20	0	169.7275009	0.925041463	399.9745119
2019	3	17	1	5	25	0	169.7629182	1.246249246	399.9792849
2019	3	17	1	5	30	0	169.798349	1.567454837	399.9852205
2019	3	17	1	5	35	0	169.8337969	1.888657671	399.9923633
2019	3	17	1	5	40	0	169.8692654	2.209857184	400.0008374
2019	3	17	1	5	45	0	169.904758	2.531052809	400.0108157
2019	3	17	1	5	50	0	169.9402781	2.852243982	400.0223671
2019	3	17	1	5	55	0	169.9758294	3.173430134	400.035448
2019	3	17	1	6	0	0	170.0114154	3.494610701	400.0499278
2019	3	17	1	6	5	0	170.0470395	3.815785115	400.0655037
2019	3	17	1	6	10	0	170.0827054	4.136952809	400.0822423
2019	3	17	1	6	15	0	170.1184166	4.458113215	400.1002523
2019	3	17	1	6	20	0	170.1541767	4.779265764	400.1195297
2019	3	17	1	6	25	0	170.1899892	5.100409888	400.1401733
2019	3	17	1	6	30	0	170.2258578	5.421545017	400.1623166
2019	3	17	1	6	35	0	170.2617861	5.74267058	400.1859129
2019	3	17	1	6	40	0	170.2977776	6.063786006	400.2107788
2019	3	17	1	6	45	0	170.3338361	6.384890725	400.2369549
2019	3	17	1	6	50	0	170.3699651	6.705984162	400.2642143
2019	3	17	1	6	55	0	170.4061684	7.027065744	400.2924143
